Seismic Zone,PGA (m/s²),PGV (m/s),PGD (m),Spectral Acceleration (g),Soil Type,Site Amplification Factor,Historical Earthquake Magnitude (Mw),Fault Distance (km),Seismic Wave Frequency (Hz),Building Height (m),Number of Stories,Structural Material,Foundation Type,Natural Frequency (Hz),Damping Ratio (%),Mass of Structure (kg),Axial Stiffness (kN/m),Bending Stiffness (kN·m²),Lateral Load Resisting System,Predicted Max Inter-Story Drift Ratio (%),Predicted Max Roof Displacement (m),Predicted Base Shear Force (kN),Predicted Structural Acceleration (m/s²),Predicted Damage Index (0–1 Scale),Predicted Collapse Probability (%)
High,1.220004874,0.501139291,0.287208077,1.021426007,Sand,1.329567688,5.527916335,21.16802193,3.318815991,124.8553497,20,Masonry,Pile,2.901418569,1.197581517,683731.7488,1570.760986,18701.82472,Braced Frame,3.073162181,0.653407006,4990.337708,2.277498905,0.424713677,42.47136767
Moderate,0.873789906,1.529689841,0.171478915,0.881257062,Clay,1.327887588,5.733053012,34.69809893,4.763992514,170.5977332,16,Masonry,Deep,1.536715789,9.424661517,595810.8288,5125.769909,2076.557969,Braced Frame,1.721664403,0.884239453,2308.735165,2.5661738,0.583918379,58.39183785
Very High,0.655175155,0.197458313,0.324583814,0.948245505,Soft Soil,0.983433918,5.916785199,48.18022641,8.205506106,98.6520505,3,Masonry,Raft,0.659113278,9.12466415,349493.4445,2346.506196,47734.70041,Shear Wall,2.600263324,0.654505181,2153.613248,3.812553982,0.619712057,61.97120567
Low,0.28440104,1.035817223,0.035151914,0.222762415,Clay,2.842717054,5.025618485,30.31048549,1.333680656,174.7301116,49,Steel,Deep,0.991312357,5.889502269,537312.7108,8680.023367,21378.62045,Shear Wall,0.738049229,0.626951773,1832.692337,1.515240788,0.640034624,64.00346239
Very High,1.311414062,0.940003366,0.448801262,1.263540114,Rock,2.075421653,5.729218292,51.97802004,8.590794284,75.09178011,37,Steel,Pile,1.034949448,6.195804699,283925.2461,2907.958775,39654.63538,Shear Wall,2.315721712,1.497131485,1840.060874,1.394524005,0.967045054,96.70450539
Moderate,0.320182491,0.73536224,0.060571125,0.955474705,Sand,2.267481086,5.442836509,17.37167213,8.985337468,185.7079633,40,Composite,Deep,4.244935732,7.345154912,870511.6361,6517.588231,7989.52843,Braced Frame,0.544801513,1.497656806,1415.062543,1.584541584,0.178647788,17.86477876
Moderate,0.533703003,0.849687399,0.164593576,1.400753045,Rock,2.805469152,6.548979374,97.79356847,9.472408359,141.2381111,44,Masonry,Pile,1.564734497,3.382254068,348127.8413,2072.853393,40805.39716,Shear Wall,0.340534875,1.040398459,4904.119119,2.822912893,0.623093127,62.30931273
Moderate,0.506063745,1.106887115,0.408056945,0.924994078,Rock,1.560364372,8.587968965,11.68453094,4.035131125,55.14954152,25,Concrete,Deep,3.630520323,2.997240604,282895.3781,4346.67986,43147.21824,Shear Wall,4.300475586,1.318657729,4360.37107,4.392421626,0.18799332,18.79933196
High,1.319979648,0.406597981,0.299058877,0.353948782,Rock,2.167316085,4.970161425,93.26246983,2.24969,114.9965597,23,Steel,Pile,2.925625982,7.066206519,764242.0255,9043.893359,36058.37931,Shear Wall,1.104899762,1.028209763,1617.531375,4.171612843,0.20995672,20.99567202
High,1.041784192,1.186792169,0.197424125,1.202036822,Rock,0.8853588,7.741205658,91.44422313,3.799044103,108.9409595,44,Masonry,Pile,4.889786017,1.939802015,66712.86359,2077.612222,45257.20792,Braced Frame,2.918261113,0.066892528,1560.883771,0.383933716,0.669257884,66.92578837
Very High,1.215353956,1.630321426,0.237244394,0.393056816,Sand,1.210899562,7.59277352,53.0106877,3.395829753,31.89027024,1,Masonry,Deep,1.509548811,5.086558043,304611.1455,6800.360341,9192.659344,Moment Frame,0.830015516,0.141352802,562.4932366,4.406880045,0.915954085,91.5954085
Very High,0.450655058,1.544305767,0.427419149,1.583070758,Rock,2.628740771,4.930893894,72.76611691,1.843923734,120.2923666,33,Steel,Raft,0.960190499,5.434843816,406625.4596,2442.84852,24347.60961,Shear Wall,1.386385097,0.773643733,4391.30276,0.566035934,0.159044247,15.90442471
Low,0.974823739,0.392409819,0.170662189,1.142297606,Sand,2.486890384,8.651575822,44.1687815,6.111940034,66.38319662,15,Composite,Shallow,0.449781621,4.432032792,888126.0637,4449.615999,31385.36707,Moment Frame,1.870563157,1.501995254,1890.241952,2.13520554,0.962465534,96.24655338
Low,0.900444376,0.383573993,0.434955193,0.367246602,Sand,1.571413921,7.05812491,63.37342318,4.818579189,15.20800953,17,Steel,Raft,1.356606379,2.667413581,952919.7124,5635.860402,30213.45556,Shear Wall,0.804014538,1.827320194,2884.446191,3.850481752,0.319372326,31.9372326
Very High,1.265962528,0.609531299,0.044979081,1.735974698,Clay,1.628983381,6.136764845,34.7170178,8.670439824,189.9879508,34,Steel,Deep,3.483540255,4.197846379,730654.0686,5984.410973,43191.00579,Moment Frame,0.325215255,0.069119528,4506.869758,0.499404077,0.391314043,39.13140435
High,1.368521885,0.78604198,0.38862242,0.981221288,Soft Soil,1.973819754,7.904423626,30.81474296,0.417884847,130.090622,17,Concrete,Raft,0.609239478,4.038015282,517905.192,6223.857707,11568.87703,Braced Frame,4.39808303,0.742379805,2070.09821,0.297958433,0.153680824,15.36808239
Moderate,0.11701948,0.876065605,0.423926269,0.223927368,Soft Soil,0.80053021,5.658144563,58.24474883,6.474292483,175.9991917,41,Concrete,Pile,1.374568857,5.493391072,658590.4716,6581.248446,9606.547794,Braced Frame,0.157980896,0.455327048,4043.996815,1.716979438,0.615836106,61.58361059
Very High,1.043627887,1.391424712,0.091727009,1.165615938,Sand,1.330737539,7.620794267,50.31483774,7.653193897,136.830921,44,Composite,Shallow,4.305480167,7.072127574,443300.9991,3081.802628,13415.55115,Shear Wall,0.400472816,1.63225851,2179.91385,3.676635479,0.596420495,59.64204946
Low,0.172570119,0.207692821,0.21574292,0.530438142,Clay,1.258109979,4.678700434,58.37410055,7.618917035,74.61181997,4,Masonry,Deep,2.998174157,9.714116112,333884.5403,4312.991114,44685.95242,Moment Frame,4.044853588,1.693476608,3519.657648,2.656606544,0.442269743,44.22697431
High,0.868402131,0.165878138,0.083584388,1.466278868,Sand,1.351062483,8.277336169,29.37939755,8.872132274,104.9741741,13,Steel,Deep,0.533703393,2.297469342,953153.6647,854.527304,47110.32705,Braced Frame,1.48184085,0.420753647,2184.362816,2.143309166,0.47609139,47.60913899
Very High,0.502685821,0.84463007,0.35359546,1.490297525,Sand,2.572992854,6.516768812,37.32882535,7.317434054,136.7706183,4,Composite,Deep,0.428879092,8.857153989,159620.7176,7803.191277,28911.87511,Shear Wall,3.641819475,1.424546234,1994.157716,4.084059256,0.622975876,62.29758758
Very High,0.529487239,1.424611015,0.268138536,1.764210505,Sand,1.415282484,7.365118115,9.305898102,9.28531961,192.2492034,7,Concrete,Shallow,0.493389802,3.557602004,379073.8896,8452.445267,25567.22479,Shear Wall,0.816506171,1.466194514,4954.010736,3.856875385,0.583496535,58.3496535
High,0.594141905,0.467527152,0.31802635,0.953178203,Clay,1.221346909,5.495570189,6.175360855,3.393300338,54.46554453,46,Steel,Pile,4.721000241,6.32235493,904134.512,2392.749253,30663.89479,Braced Frame,1.262680568,0.362344817,3081.131718,3.951611728,0.374263382,37.42633816
Very High,0.969809429,1.318858514,0.099046997,0.873426696,Soft Soil,1.909379614,7.546831707,26.09225584,5.081773226,175.6205264,9,Masonry,Deep,4.279382857,5.920632532,736984.3591,2413.717664,31199.07484,Braced Frame,2.906604931,0.873054875,1868.586349,2.352661437,0.884114385,88.41143853
High,0.567669952,0.593673462,0.106661185,1.380908529,Clay,2.70441908,7.975081242,8.350439074,0.239388667,185.195172,23,Concrete,Raft,4.255712202,6.012535768,77646.37876,899.3458208,9344.930542,Shear Wall,4.944315609,1.244472233,1326.206412,0.195301288,0.667660523,66.76605231
Moderate,1.125778671,1.783563607,0.021707165,0.325200116,Rock,1.330969348,6.629459341,11.27369615,0.168880114,135.7310254,33,Concrete,Deep,4.636240459,7.510227505,71944.68975,9718.646317,34634.1332,Moment Frame,0.459877904,0.061872548,246.8435326,0.94347117,0.205406331,20.54063306
High,0.66633834,1.801810894,0.1617117,1.029756373,Clay,0.972779734,7.279771158,81.47991213,2.477253542,186.5969923,33,Concrete,Deep,2.625225873,4.435194752,540686.8395,8168.272397,23165.20402,Moment Frame,2.06271753,0.815137748,3547.503384,3.732372099,0.319902994,31.99029935
High,0.19569448,0.664845688,0.280312586,1.02862092,Clay,1.584090419,6.553466657,4.848496005,1.097991252,82.58632456,20,Composite,Deep,1.387254421,3.871899669,510040.4034,3926.680428,26351.71598,Moment Frame,0.311096753,0.318366884,1892.17927,3.790550012,0.787878102,78.78781017
High,1.197263779,0.536988133,0.429109522,0.252104309,Clay,2.444834014,8.523411162,66.2353366,2.676092543,190.8381543,4,Masonry,Deep,2.12647042,8.675511159,470841.9617,5078.128579,2485.513612,Shear Wall,1.076209569,1.088374037,4115.208111,4.864263202,0.104525381,10.4525381
Very High,0.500061654,0.881477547,0.333796796,0.810572945,Clay,2.011519198,6.740411312,27.98321713,1.852728616,142.042661,1,Steel,Pile,3.65054755,2.980855362,337226.5737,3273.686126,38463.27499,Braced Frame,4.546608032,1.687405991,1851.14888,1.031913982,0.750231999,75.02319987
Very High,0.705873631,0.557010012,0.218262765,1.550584158,Soft Soil,2.596945413,8.288139191,87.28302239,0.382348246,13.19112465,42,Composite,Raft,4.404957783,2.622214336,987306.7838,6173.817699,41935.9701,Shear Wall,0.572654509,1.054260338,1897.979503,0.702341262,0.358842441,35.88424411
High,1.059621437,1.377529302,0.476606937,1.555461157,Rock,2.911102725,8.106084262,49.01423617,9.102111049,181.8402022,34,Composite,Pile,2.288436448,1.14046693,308387.9568,7314.429917,31351.65614,Braced Frame,4.298594015,0.081607356,3906.945982,0.780069205,0.551691046,55.16910461
Very High,0.56543862,1.669522901,0.359903355,0.26870403,Soft Soil,2.543857449,6.347271696,31.25206947,0.181409001,99.47219776,27,Composite,Raft,2.769828586,2.895200038,515538.1961,4750.000541,37687.45813,Moment Frame,0.971235867,0.069017919,2472.859951,1.005461764,0.280558117,28.05581172
Low,0.179219919,1.378875049,0.465152436,0.254225501,Soft Soil,2.128366773,5.535380213,52.24625463,7.387213229,94.76376203,21,Concrete,Deep,4.672558368,5.6667829,434648.442,8799.144836,26612.59416,Moment Frame,4.322745748,1.21495126,4430.229114,2.689494864,0.986456572,98.64565718
Low,0.623489466,1.66626585,0.264266399,0.546582311,Clay,1.885351494,6.327369597,38.81384389,1.606264081,115.4609882,24,Masonry,Shallow,0.715993458,5.846579857,211736.9547,5411.745691,31299.31557,Braced Frame,2.736307619,0.662683301,2971.171996,4.878536169,0.905840292,90.58402921
Very High,1.422228016,0.854285108,0.130193233,1.587102306,Sand,0.88815199,8.217978191,56.8658054,9.131073258,34.12998662,15,Composite,Pile,4.339036241,3.289784421,242487.8782,1870.406056,20334.01322,Braced Frame,4.403212704,1.149606342,1241.191827,2.988214267,0.928449837,92.84498369
Very High,0.998428156,0.397002244,0.027360516,0.319134395,Sand,2.965508353,5.524346411,12.33875396,8.938679802,96.48737947,35,Steel,Shallow,0.964675915,1.65046753,922387.6049,6411.76807,39801.83899,Shear Wall,0.843347859,0.335637847,2862.945679,2.661171522,0.184775518,18.4775518
High,1.040070808,1.5021068,0.363316341,1.323994564,Soft Soil,1.64365847,6.859963556,99.70205978,6.573621349,167.0698073,25,Masonry,Pile,2.522534481,7.701767167,865365.7367,4891.194176,23945.27558,Moment Frame,3.833979101,1.555956082,69.80829588,3.399445529,0.841690096,84.1690096
Moderate,0.985195015,0.78490156,0.061530196,0.271981553,Soft Soil,1.134902071,8.127435366,43.13003189,6.755118083,8.019079532,9,Steel,Deep,1.248431018,7.821778137,239092.0905,9388.882699,34330.43232,Shear Wall,3.435423121,1.722832214,1596.367005,0.462258915,0.535397101,53.5397101
Very High,0.378588995,1.375414568,0.152084789,1.159334351,Clay,2.266759482,6.090648638,35.47483333,0.152857505,58.21884626,17,Masonry,Pile,3.094148627,9.980527567,881879.4927,4222.992249,31450.03955,Shear Wall,2.760373598,1.779558948,1079.364085,4.095235257,0.7078592,70.78592003
Low,0.68566741,0.61422349,0.266702983,0.705314409,Soft Soil,1.425434236,7.389943367,71.31077498,9.850228505,5.478644357,21,Steel,Deep,2.881152424,9.100266135,248726.8236,4327.224522,35413.4114,Shear Wall,4.071877988,0.615108432,3288.229885,3.269709762,0.217504067,21.75040667
High,1.151315718,0.254336306,0.282643877,1.441153737,Clay,2.088712196,5.605342083,37.02604124,8.790542775,86.06370528,13,Concrete,Pile,2.024035348,9.334558581,645219.0057,6682.347203,39475.57788,Moment Frame,3.27655252,1.324863382,723.3909883,0.93883923,0.711984646,71.1984646
Very High,0.241922057,1.985905411,0.300691015,0.497273763,Sand,2.090889397,4.991757504,83.4941562,8.961551635,147.0215245,3,Composite,Deep,4.343856871,8.183834432,127216.4972,5506.369074,26122.9606,Shear Wall,4.397529931,0.56529435,1485.982361,3.190505564,0.914267245,91.42672446
Low,0.488993887,0.396782865,0.08396141,1.18664311,Sand,1.780605606,8.074729013,45.97280171,6.626520917,160.7605067,4,Steel,Deep,3.367103937,6.53952568,886351.1449,4057.273837,40840.23151,Shear Wall,1.967204519,1.527886073,1689.977344,3.021419017,0.267481386,26.74813858
Low,0.486846752,1.977999889,0.190488965,0.500660309,Rock,2.639460954,4.945358805,72.23628291,3.513390594,189.3120034,4,Masonry,Raft,3.6617846,2.156913618,98925.28449,9902.856949,25365.60463,Shear Wall,2.990623574,0.249844754,66.30148288,0.417779629,0.233359852,23.33598515
Moderate,0.704826499,1.956831872,0.308979919,1.313222481,Sand,1.382927535,5.721216278,11.63786843,8.947121626,123.6583995,43,Composite,Deep,0.923166743,6.600819677,577195.7448,3370.762345,47875.08182,Shear Wall,4.365944129,1.527901974,281.4945129,1.407967769,0.104414548,10.44145485
High,1.472516237,1.608254397,0.484939613,1.585252659,Soft Soil,1.786991702,8.347992399,84.76579937,2.986017589,54.652239,28,Composite,Raft,4.439195254,1.503602744,790725.9489,3136.523524,37880.91568,Shear Wall,1.152588914,0.885059989,1590.074333,2.015613952,0.266806675,26.68066753
High,0.194503565,1.352903628,0.364087938,0.315563059,Sand,1.982922683,6.059111792,73.83608069,5.670844279,185.2088501,7,Masonry,Deep,1.001792785,8.967692001,160992.9996,8712.062471,9385.940838,Shear Wall,2.480132647,1.712543486,1150.664443,1.299953794,0.535792262,53.57922618
Moderate,0.826181392,1.197833395,0.461379275,1.573212671,Clay,2.259974386,8.878704073,21.95996107,1.087336626,156.186572,26,Steel,Shallow,1.269367828,5.336392019,434256.2541,532.0429637,41649.6391,Moment Frame,4.807634926,1.480472411,628.6883561,1.29149227,0.832716291,83.27162914
Moderate,0.351110555,1.745592936,0.381343817,1.109077933,Sand,2.524738071,8.908804506,15.38331496,9.227360738,117.0135542,11,Concrete,Deep,0.814664665,7.277255488,89852.64392,2411.905029,28027.79538,Shear Wall,2.420648827,0.759274085,813.100199,2.907447521,0.278800263,27.88002627
High,1.458947164,0.649935091,0.296266767,0.316087834,Rock,1.668576022,5.707242092,32.31294252,1.493627532,140.6498421,24,Concrete,Shallow,2.313724198,1.470192973,698614.9485,6109.243538,49238.58694,Braced Frame,1.338864281,1.808042979,4185.907959,2.407209184,0.621144389,62.11443891
High,0.258624907,0.988594304,0.096819661,0.826821154,Sand,2.221303277,4.684402,97.63098802,2.326478377,185.2416892,43,Steel,Shallow,4.461004312,5.808235806,342077.1152,2043.280015,36222.13314,Shear Wall,1.82027357,0.573840907,3432.431899,3.36973169,0.479590699,47.95906992
Very High,0.665041403,1.276840942,0.33367614,0.373462499,Clay,1.131344097,7.672784779,26.42632588,5.625528165,143.9168356,10,Composite,Deep,1.411748094,3.711370581,581425.4824,9865.137266,5135.146582,Shear Wall,4.436912185,1.934307377,2446.381778,4.786394727,0.288579041,28.85790406
Very High,1.133038979,0.881261904,0.312066403,1.290591411,Clay,2.851825821,6.529439262,46.15659369,7.664520702,76.83302898,37,Composite,Shallow,1.994016418,3.564714392,936095.6569,4909.858413,20353.06095,Moment Frame,4.77892689,1.536734734,4548.930142,3.336724619,0.510359081,51.03590812
Moderate,1.086376199,0.912224263,0.301632116,1.390075829,Soft Soil,1.642729374,4.953387798,3.972002346,6.231577929,144.0404994,13,Composite,Raft,4.261118816,4.506903232,340565.2026,6174.958712,26346.49473,Moment Frame,4.755527449,1.981442954,196.2863152,2.952270068,0.167962396,16.79623964
Very High,0.691820092,0.727540868,0.245403148,0.279854084,Sand,2.404947128,7.683852685,40.32552543,2.398125737,12.85424173,44,Composite,Pile,3.165513343,1.005755148,96196.09805,2023.547918,42111.66655,Braced Frame,3.524817721,0.117270187,1757.427933,4.253041509,0.63957756,63.95775598
Low,0.585133835,1.172040452,0.264799645,0.96043775,Clay,0.84475038,4.640287091,57.56068153,0.109336121,80.35103456,42,Steel,Deep,3.80775869,5.199947935,691846.3793,3249.091958,36737.93118,Braced Frame,2.597049255,0.555331731,4125.749402,3.197158242,0.115662721,11.56627212
Very High,0.65665733,1.716091603,0.167886821,1.484862595,Rock,1.251411714,8.415885107,95.35933664,7.595790745,84.23299121,39,Composite,Shallow,1.227200237,5.379100152,797499.0778,6338.935435,19098.64346,Moment Frame,0.995175781,1.48511587,3160.030523,0.911250225,0.730980525,73.09805251
Very High,0.469986768,0.482903918,0.260137034,1.691477171,Soft Soil,1.871581598,5.123936381,52.15686845,9.853552527,37.53345571,19,Masonry,Deep,3.639151344,8.768178243,959975.1319,5720.757046,33018.20169,Moment Frame,0.703782959,1.845276905,4909.352801,1.642268627,0.177712678,17.77126784
Low,0.387466114,1.875422774,0.099580397,0.972980373,Rock,2.732155429,5.072903454,82.09162529,8.118139891,9.501668708,19,Composite,Raft,1.292530777,5.036730471,199910.8332,7951.457482,29268.63449,Shear Wall,0.392856377,0.067253926,4725.34887,3.693465385,0.998159153,99.81591533
Moderate,0.776255577,1.409266542,0.402782024,1.71547468,Sand,1.95996133,5.290525341,55.16563661,4.65604552,31.00934114,12,Concrete,Deep,4.939107115,4.272006645,422532.9289,3057.715196,7176.577839,Moment Frame,0.186803057,0.010018499,891.2153308,3.718073677,0.823672595,82.36725948
Low,0.475947258,1.664219104,0.0937027,1.01067125,Sand,2.845715061,8.821198613,5.03771633,9.047295888,132.6511917,22,Composite,Deep,2.887453549,9.952723462,851933.437,6708.650394,12508.07596,Braced Frame,4.402771938,0.519922832,4861.335636,4.936342877,0.343840304,34.38403039
Very High,0.502446331,1.156762316,0.043398179,0.770123841,Sand,1.864353172,7.619262121,32.18581924,4.157491964,161.4463192,47,Steel,Shallow,3.539068439,6.140919921,816527.8236,3264.267305,17714.99332,Shear Wall,4.064522947,1.707029566,4730.397191,3.172176904,0.426204772,42.62047723
Moderate,1.019458489,1.581081733,0.218686767,1.541945319,Soft Soil,1.878988013,8.10617191,57.97940128,5.296847434,197.6996811,37,Concrete,Raft,0.768327604,5.253518878,643555.922,6074.149888,10578.68691,Braced Frame,2.882324764,1.536634673,1899.374178,4.507771422,0.259191021,25.91910211
Very High,1.455952264,0.130780755,0.329495412,0.938070608,Clay,1.063442935,6.289357436,95.10880263,4.823584697,72.54088311,30,Steel,Pile,1.403148704,5.463422511,305900.1179,6247.794193,8356.558446,Shear Wall,4.993743947,0.68715215,4915.257444,0.367443522,0.767114561,76.71145612
Low,0.945092081,1.654922807,0.219420696,0.902234268,Soft Soil,2.565843737,6.013407274,86.05390562,4.531476339,121.8789483,46,Steel,Pile,0.870755166,8.282631678,319833.5261,1657.471558,3851.690736,Moment Frame,4.769955154,0.014002416,227.428554,2.87448949,0.38072697,38.072697
Low,0.207771254,0.176263832,0.139100312,0.933531232,Rock,1.343323907,5.555178031,23.6072058,7.774388616,187.7432685,12,Concrete,Shallow,2.072819433,4.066087321,167802.8449,5712.014552,43782.02571,Braced Frame,3.310033957,1.113864424,3320.715247,4.607255321,0.75518551,75.51855098
Very High,0.205817059,1.790835415,0.279527421,1.539534503,Soft Soil,2.779147477,6.662916127,22.79087317,5.315012182,37.57314736,29,Steel,Deep,1.563852148,4.502444164,925760.9901,613.4138496,15158.22748,Shear Wall,2.376415378,0.483531388,1367.431631,1.507496752,0.018401555,1.840155468
